Title,Productioncompany,Release date,Running time,Country,Language,Box office,Metascore,imdbRating,Rotten_Tomatoes,Genre,Rated,BoxOffice_Api,Type,Directed by,Written by,Based on,Produced by,Starring,Music by,Distributed by,Budget,Story by,Narrated by,Cinematography,Edited by,Languages,Screenplay by,Countries,Productioncompanies,Color process,Created by,Country of origin,No. of seasons,No. of episodes,Executive producers,Production company,Original network,Picture format,Audio format,Original release,Related shows,Original language,Executive producer,Producers,Editors,Distributor,Japanese,Hepburn,Adaptation by,Animation by,Traditional,Simplified
Khoobsurat,,['19September2014(2014-09-19)'],['127 minutes'],['India'],['Hindi'],['est. ₹79.43 crore (US$11million)[5]'],,,,,,,,['Shashanka Ghosh[1]'],['Indira BishtJuhi Chaturvedi'],,['Rhea KapoorAnil KapoorSiddharth Roy Kapur[1]'],['Sonam KapoorFawad Khan[2]'],['Songs:Sneha KhanwalkarBadshahAmaal MallikBackground Score:Simaab Sen'],['UTV Motion Pictures'],['₹230 million (US$3.2million)[4]'],,,['Tushar Kanti Ray'],['Bakul Matiyani'],,,,['Walt Disney Pictures IndiaAnil Kapoor Films Company[3]'],,,,,,,,,,,,,,,,,,,,,,,
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",,"['October6,2014(2014-10-06) (El Capitan Theatre)', 'October10,2014(2014-10-10) (United States)']",['81 minutes[2]'],['United States'],['English'],['$100.7 million[4]'],,,,,,,,['Miguel Arteta'],,"['Alexander and the Terrible, Horrible, No Good, Very Bad Dayby Judith Viorst']",['Shawn LevyDan LevineLisa Henson'],['Steve CarellJennifer GarnerEd Oxenbould'],['Christophe Beck'],['Walt Disney StudiosMotion Pictures'],['$28 million[3]'],['Rob Lieber'],,['Terry Stacey'],['Pamela Martin'],,['Rob Lieber[1]'],,['Walt Disney Pictures21 Laps EntertainmentThe Jim Henson Company'],,,,,,,,,,,,,,,,,,,,,,,
Big Hero 6,,"['October23,2014(2014-10-23) (Tokyo International Film Festival)', 'October31,2014(2014-10-31) (Abu Dhabi Film Festival)', 'November7,2014(2014-11-07) (United States)']",['102 minutes[1][2]'],['United States'],['English'],['$657.9million[4]'],74,7.8,90%,"Animation, Action, Adventure",PG,"$222,527,828",movie,"['Don Hall', 'Chris Williams']",,['Big Hero 6by Man of Action'],['Roy Conli'],"['Scott Adsit', 'Ryan Potter', 'Daniel Henney', 'T.J. Miller', 'Jamie Chung', 'Damon Wayans Jr.', 'Genesis Rodriguez', 'James Cromwell', 'Maya Rudolph', 'Alan Tudyk']",['Henry Jackman'],['Walt Disney StudiosMotion Pictures'],['$165million[3][4]'],,,"['Rob Dressel (layout)', 'Adolph Lusinsky (lighting)']",['Tim Mertens'],,"['Jordan Roberts', 'Robert L. Baird', 'Dan Gerson']",,['Walt Disney PicturesWalt Disney Animation Studios'],,,,,,,,,,,,,,,,,,,,,,,
Into the Woods,,"['December8,2014(2014-12-08) (Ziegfeld Theatre)', 'December25,2014(2014-12-25) (United States)']",['124 minutes[1]'],['United States'],['English'],['$212.9 million[3]'],,,,,,,,['Rob Marshall'],,['Into the Woodsby Stephen SondheimJames Lapine'],"['Rob Marshall', 'John DeLuca', 'Marc Platt', 'Callum McDougall']","['Meryl Streep', 'Emily Blunt', 'James Corden', 'Anna Kendrick', 'Chris Pine', 'Tracey Ullman', 'Christine Baranski', 'Johnny Depp']",['Stephen Sondheim'],['Walt Disney StudiosMotion Pictures'],['$50 million[2]'],,['James Corden'],['Dion Beebe'],['Wyatt Smith'],,['James Lapine'],,"['Walt Disney Pictures', 'Lucamar Productions', 'Marc Platt Productions']",,,,,,,,,,,,,,,,,,,,,,,
"McFarland, USA",,"['February9,2015(2015-02-09) (Hollywood)', 'February20,2015(2015-02-20) (United States)']",['129 minutes'],['United States'],['English'],['$45.7 million[2]'],60,7.4,80%,"Biography, Drama, Sport",PG,"$44,482,410",movie,['Niki Caro'],,,"['Gordon Gray', 'Mark Ciardi']",['Kevin CostnerMaria BelloMorgan Saylor'],['Antônio Pinto'],['Walt Disney StudiosMotion Pictures'],['$17 million[1]'],"['Christopher Cleveland', 'Bettina Gilois']",,['Adam Arkapaw'],['David Coulson'],,"['Christopher Cleveland', 'Bettina Gilois', 'Grant Thompson']",,"['Walt Disney Pictures', 'Mayhem Pictures']",,,,,,,,,,,,,,,,,,,,,,,
Cinderella,,"['February13,2015(2015-02-13) (Berlin)', 'March13,2015(2015-03-13) (United States)', 'March27,2015(2015-03-27) (United Kingdom)']",['106 minutes[2]'],,['English'],['$542.4 million[5]'],67,6.9,83%,"Drama, Family, Fantasy",PG,"$201,151,353",movie,['Kenneth Branagh'],,"[""Disney's Cinderella[1]"", 'Cendrillon by Charles Perrault']","['Simon Kinberg', 'Allison Shearmur', 'David Barron']","['Cate Blanchett', 'Lily James', 'Richard Madden', 'Stellan Skarsgård', 'Holliday Grainger', 'Derek Jacobi', 'Helena Bonham Carter']",['Patrick Doyle'],['Walt Disney StudiosMotion Pictures'],['$84.21-95 million[5][6]'],,,['Haris Zambarloukos'],['Martin Walsh'],,['Chris Weitz'],"['United States[3]', 'United Kingdom[4]']","['Walt Disney Pictures', 'Kinberg Genre', 'Allison Shearmur Productions', 'Beagle Pug Films']",,,,,,,,,,,,,,,,,,,,,,,
Monkey Kingdom,,"['April17,2015(2015-04-17) (United States)']",['82 minutes'],['United States'],['English'],['$17.1 million[4]'],72,7.3,93%,Documentary,G,"$16,432,322",movie,['Mark LinfieldAlastair Fothergill'],,,['Mark LinfieldAlastair Fothergill'],,['Harry Gregson-Williams[1]'],['Walt Disney Studios Motion Pictures'],['$5–10 million[3]'],,['Tina Fey'],['Martyn ColbeckGavin Thurston'],['Andy Netley'],,,,"['Disneynature', 'Silverback Films[2]']",,,,,,,,,,,,,,,,,,,,,,,
Tomorrowland,,"['May9,2015(2015-05-09) (Disneyland)', 'May22,2015(2015-05-22) (United States)']",['130 minutes[1]'],['United States'],['English'],['$209 million[3]'],60,6.4,50%,"Action, Adventure, Family",PG,"$93,436,322",movie,['Brad Bird'],,,"['Damon Lindelof', 'Brad Bird', 'Jeffrey Chernov']","['George Clooney', 'Hugh Laurie', 'Britt Robertson', 'Raffey Cassidy', 'Tim McGraw', 'Kathryn Hahn', 'Keegan-Michael Key']",['Michael Giacchino'],['Walt Disney StudiosMotion Pictures'],['$180–190 million[2]'],"['Damon Lindelof', 'Brad Bird', 'Jeff Jensen']",,['Claudio Miranda'],"['Walter Murch', 'Craig Wood']",,"['Damon Lindelof', 'Brad Bird']",,"['Walt Disney Pictures', 'A113 Productions']",,,,,,,,,,,,,,,,,,,,,,,
Inside Out,,"['May18,2015(2015-05-18) (Cannes)', 'June19,2015(2015-06-19) (United States)']",['95 minutes[2]'],['United States'],['English'],['$858.8million[4]'],94,8.1,98%,"Animation, Adventure, Comedy",PG,"$356,921,711",movie,['Pete Docter'],,,['Jonas Rivera'],"['Amy Poehler', 'Phyllis Smith', 'Richard Kind', 'Lewis Black', 'Bill Hader', 'Mindy Kaling', 'Kaitlyn Dias', 'Diane Lane', 'Kyle MacLachlan']",['Michael Giacchino'],['Walt Disney StudiosMotion Pictures'],['$175million[3]'],"['Pete Docter', 'Ronnie del Carmen']",,"['Patrick Lin (camera)[1]', 'Kim White (lighting)[1]']",['Kevin Nolting'],,"['Pete Docter', 'Meg LeFauve', 'Josh Cooley']",,"['Walt Disney Pictures', 'Pixar Animation Studios']",,,,,,,,,,,,,,,,,,,,,,,
ABCD 2,['Walt Disney Pictures'],['19June2015(2015-06-19)'],['154 minutes'],['India'],['Hindi'],['est. ₹1.65billion[1]'],N/A,N/A,,Music,N/A,N/A,movie,"[""Remo D'Souza""]","[""Dialogues and Lyrics:Mayur PuriScreenplay:Remo D'SouzaTushar Hiranandani""]",['Suresh & Vernonof the Fictitious Crew'],['Siddharth Roy Kapur'],['Prabhu DevaVarun DhawanShraddha KapoorLauren GottliebRaghav JuyalPunit PathakDharmesh Yelande'],['Sachin–Jigar'],['UTV Motion Pictures'],['₹650million[1]'],"[""Remo D'Souza""]",,['Vijay Kumar Arora'],['Manan Sagar'],,,,,,,,,,,,,,,,,,,,,,,,,,,
The Good Dinosaur,,"['November10,2015(2015-11-10) (Paris)', 'November25,2015(2015-11-25) (United States)']",['97 minutes[3]'],['United States'],['English'],['$332.2 million[6]'],66,6.7,76%,"Animation, Adventure, Comedy",PG,"$123,087,120",movie,['Peter Sohn'],,,['Denise Ream'],"['Raymond Ochoa', 'Jack Bright', 'Sam Elliott', 'Anna Paquin', 'A.J. Buckley', 'Steve Zahn', 'Jeffrey Wright', 'Frances McDormand']","['Mychael Danna', 'Jeff Danna']",['Walt Disney StudiosMotion Pictures'],['$175–200 million[4][5]'],"['Peter Sohn', 'Erik Benson', 'Meg LeFauve', 'Kelsey Mann', 'Bob Peterson[1]']",,"['Mahyar Abousaeedi (lighting)[2]', 'Sharon Calahan (camera)[2]']",['Stephen Schaffer'],,['Meg LeFauve'],,"['Walt Disney Pictures', 'Pixar Animation Studios']",,,,,,,,,,,,,,,,,,,,,,,
The Finest Hours,,"['January25,2016(2016-01-25) (TCL Chinese Theatre)', 'January29,2016(2016-01-29) (United States)']",['117 minutes[1]'],['United States'],['English'],['$52.1 million[4]'],,,,,,,,['Craig Gillespie'],,"[""The Finest Hours: The True Story of the U.S. Coast Guard's Most Daring Sea Rescueby Michael J. Tougiasand Casey Sherman""]","['Jim Whitaker', 'Dorothy Aufiero']","['Chris Pine', 'Casey Affleck', 'Ben Foster', 'Holliday Grainger', 'John Ortiz', 'Eric Bana']",['Carter Burwell'],['Walt Disney StudiosMotion Pictures'],['$70–80 million[2][3]'],,,['Javier Aguirresarobe'],['Tatiana S. Riegel'],,"['Scott Silver', 'Paul Tamasy', 'Eric Johnson']",,"['Walt Disney Pictures', 'Whitaker Entertainment', 'Red Hawk Entertainment']",,,,,,,,,,,,,,,,,,,,,,,
Zootopia,,"['February13,2016(2016-02-13) (Belgium)', 'March4,2016(2016-03-04) (United States)']",['108 minutes[2][3]'],['United States'],['English'],['$1.024billion[5]'],78,8.0,98%,"Animation, Adventure, Comedy",PG,"$341,268,248",movie,"['Byron Howard', 'Rich Moore']",,,['Clark Spencer'],"['Ginnifer Goodwin', 'Jason Bateman', 'Idris Elba', 'Jenny Slate', 'Nate Torrence', 'Bonnie Hunt', 'Don Lake', 'Tommy Chong', 'J. K. Simmons', 'Octavia Spencer', 'Alan Tudyk', 'Shakira']",['Michael Giacchino'],['Walt Disney StudiosMotion Pictures'],['$150million[4]'],"['Byron Howard', 'Rich Moore', 'Jared Bush', 'Jim Reardon', 'Josie Trinidad', 'Phil Johnston', 'Jennifer Lee']",,"['Nathan Warner (layout)', 'Brian Leach (lighting)']","['Fabienne Rawley', 'Jeremy Milton']",,"['Jared Bush', 'Phil Johnston[1]']",,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",,,,,,,,,,,,,,,,,,,,,,,
The Jungle Book,,"['April4,2016(2016-04-04) (El Capitan Theatre)', 'April15,2016(2016-04-15) (United States)']",['106 minutes'],['United States[2]'],['English'],['$966.6 million[5]'],77,7.4,94%,"Adventure, Drama, Family",PG,"$364,001,123",movie,['Jon Favreau'],['Justin Marks'],['The Jungle Book[1]by Rudyard Kipling'],"['Jon Favreau', 'Brigham Taylor']","['Bill Murray', 'Ben Kingsley', 'Idris Elba', ""Lupita Nyong'o"", 'Scarlett Johansson', 'Giancarlo Esposito', 'Christopher Walken', 'Neel Sethi']",['John Debney'],['Walt Disney StudiosMotion Pictures'],['$175–177 million[3][4]'],,,['Bill Pope'],['Mark Livolsi'],,,,"['Walt Disney Pictures', 'Fairview Entertainment']",,,,,,,,,,,,,,,,,,,,,,,
Tini: The Movie,,"['April23,2016(2016-04-23) (Amsterdam)', 'May6,2016(2016-05-06) (Spain)', 'May12,2016(2016-05-12) (Italy)']",['98 minutes[1]'],,['Spanish'],['$17 million[2]'],,,,,,,,['Juan Pablo Buscarini'],['Ramón Salazar'],,['Pablo Bossi'],"['Martina Stoessel', 'Jorge Blanco', 'Mercedes Lambre', 'Clara Alonso', 'Adrián Salzedo', 'Diego Ramos', 'Sofia Carson', 'Ángela Molina']",['Federico Jusid'],['Walt Disney Studios Motion Pictures'],,,,['Josu Inchaustegui'],['Pablo Mari'],,,"['Spain', 'Italy']","['The Walt Disney Company Spain', 'Gloriamundi Producciones', 'Lapis Film']",,,,,,,,,,,,,,,,,,,,,,,
Alice Through the Looking Glass,,"['May10,2016(2016-05-10) (London)', 'May27,2016(2016-05-27) (United States)']",['114 minutes[1]'],['United States'],['English'],['$299.5 million[1]'],34,6.2,28%,"Adventure, Family, Fantasy",PG,"$77,041,381",movie,['James Bobin'],['Linda Woolverton'],['Charactersby Lewis Carroll'],"['Joe Roth', 'Suzanne Todd', 'Jennifer Todd', 'Tim Burton']","['Johnny Depp', 'Anne Hathaway', 'Mia Wasikowska', 'Rhys Ifans', 'Helena Bonham Carter', 'Sacha Baron Cohen', 'Alan Rickman', 'Stephen Fry', 'Michael Sheen', 'Timothy Spall']",['Danny Elfman'],['Walt Disney StudiosMotion Pictures'],['$170 million[2]'],,,['Stuart Dryburgh'],['Andrew Weisblum'],,,,"['Walt Disney Pictures', 'Roth Films', 'Team Todd', 'Tim Burton Productions']",,,,,,,,,,,,,,,,,,,,,,,
Finding Dory,,"['June8,2016(2016-06-08) (El Capitan Theatre)', 'June17,2016(2016-06-17) (United States)']",['97 minutes[2]'],['United States'],['English'],['$1.029billion[2]'],77,7.3,94%,"Animation, Adventure, Comedy",PG,"$486,295,561",movie,['Andrew Stanton'],,,['Lindsey Collins[1]'],"['Ellen DeGeneres', 'Albert Brooks', 'Hayden Rolence', ""Ed O'Neill"", 'Kaitlin Olson', 'Ty Burrell', 'Diane Keaton', 'Eugene Levy']",['Thomas Newman'],['Walt Disney StudiosMotion Pictures'],['$175–200million[3]'],['Andrew Stanton'],,"['Jeremy Lasky (camera)', 'Ian Megibben (lighting)']",['Axel Geddes'],,"['Andrew Stanton', 'Victoria Strouse']",,"['Walt Disney Pictures', 'Pixar Animation Studios']",,,,,,,,,,,,,,,,,,,,,,,
The BFG,,"['May14,2016(2016-05-14) (Cannes)', 'July1,2016(2016-07-01) (United States)', 'July22,2016(2016-07-22) (United Kingdom)']",['118 minutes[4]'],,['English'],['$195.2 million[8]'],,,,,,,,['Steven Spielberg'],,['The BFGby Roald Dahl'],"['Steven Spielberg', 'Frank Marshall', 'Sam Mercer']","['Mark Rylance', 'Ruby Barnhill', 'Penelope Wilton', 'Jemaine Clement', 'Rebecca Hall', 'Rafe Spall', 'Bill Hader']",['John Williams'],['Walt Disney StudiosMotion Pictures[3] (Worldwide)Mister Smith Entertainment[3] (EMEA)'],['$140 million[7]'],,,['Janusz Kamiński'],['Michael Kahn'],,['Melissa Mathison'],['United KingdomUnited States[5][6]'],"['Walt Disney Pictures[1][2]', 'Amblin Entertainment', 'Reliance Entertainment', 'Walden Media[3]', 'The Kennedy/Marshall Company']",,,,,,,,,,,,,,,,,,,,,,,
Pete's Dragon,,"['August8,2016(2016-08-08) (El Capitan Theatre)', 'August12,2016(2016-08-12) (United States)']",['103 minutes[1]'],['United States'],['English'],['$143.7 million[2]'],71,6.7,88%,"Action, Adventure, Comedy",PG,"$76,233,151",movie,['David Lowery'],,"[""Pete's Dragonby Malcolm Marmorstein""]",['James Whitaker'],"['Bryce Dallas Howard', 'Oakes Fegley', 'Wes Bentley', 'Karl Urban', 'Oona Laurence', 'Robert Redford']",['Daniel Hart'],['Walt Disney Studios Motion Pictures'],['$65 million[2]'],,,['Bojan Bazelli'],['Lisa Zeno Churgin'],,"['David Lowery', 'Toby Halbrooks']",,"['Walt Disney Pictures', 'Whitaker Entertainment']",,,,,,,,,,,,,,,,,,,,,,,
Queen of Katwe,,"['September10,2016(2016-09-10) (TIFF)', 'September23,2016(2016-09-23) (United States)']",['124 minutes[1]'],['United States'],,['$10.4million[3]'],73,7.4,94%,"Biography, Drama, Sport",PG,"$8,874,389",movie,['Mira Nair'],,['The Queen of Katweby Tim Crothers'],"['John Carls', 'Lydia Dean Pilcher']","['David Oyelowo', ""Lupita Nyong'o"", 'Madina Nalwanga', 'Esteri Tebandeke', 'Peter Odeke', 'Sheebah Karungi']",['Alex Heffes'],['Walt Disney StudiosMotion Pictures'],['$15million[2][3]'],,,['Sean Bobbitt'],['Barry Alexander Brown'],['EnglishLuganda'],['William Wheeler'],,"['Walt Disney Pictures', 'ESPN Films', 'Cine Mosaic', 'Mirabai Films']",,,,,,,,,,,,,,,,,,,,,,,
Moana,,"['November14,2016(2016-11-14) (AFI Fest)', 'November23,2016(2016-11-23) (United States)']",['107 minutes[1]'],,['English'],['$645 million[1]'],,,,,,,,"['Ron Clements', 'John Musker']",,['Māui'],['Osnat Shurer'],"['Auliʻi Cravalho', 'Dwayne Johnson', 'Rachel House', 'Temuera Morrison', 'Jemaine Clement', 'Nicole Scherzinger', 'Alan Tudyk']","['Mark Mancina (score, songs)', 'Lin-Manuel Miranda (songs)', ""Opetaia Foa'i (songs)""]",['Walt Disney StudiosMotion Pictures'],['$150–175million[2][3]'],"['Chris Williams', 'Don Hall', 'Pamela Ribon', 'Aaron Kandell', 'Jordan Kandell', 'Ron Clements', 'John Musker']",,['Rob Dressel (layout)Adolph Lusinsky (lighting)'],['Jeff Draheim'],,['Jared Bush'],['United States'],"['Walt Disney Pictures', 'Walt Disney Animation Studios']",,,,,,,,,,,,,,,,,,,,,,,
Dangal,,"['21December2016(2016-12-21) (United States)', '23December2016(2016-12-23) (India)']",['161 minutes[2]'],['India'],['Hindi'],"['est. ₹2,024–2,100 crore[4][5][6][7]  ($311–340million)[8]']",N/A,8.4,88%,"Action, Biography, Drama",Not Rated,"$12,391,761",movie,['Nitesh Tiwari'],['Nitesh TiwariPiyush GuptaShreyas JainNikhil Meharotra'],['The Phogat Sisters'],['Aamir KhanKiran RaoSiddharth Roy Kapur'],['Aamir KhanSakshi TanwarFatima Sana ShaikhZaira WasimSanya MalhotraSuhani BhatnagarAparshakti KhuranaGirish Kulkarni'],['Pritam'],['UTV Motion Pictures'],['₹70crore[3]'],['Curation:Nitesh TiwariConcept:Divya V. Rao'],['Aparshakti Khurana'],['Setu[1]'],['Ballu Saluja'],,,,['Aamir Khan ProductionsWalt Disney Pictures India'],,,,,,,,,,,,,,,,,,,,,,,
L'Empereur - March of the Penguins 2: The Next Step,,['26January2005(2005-01-26)'],['80 minutes[1]'],['France'],['French'],['$127.4 million[3]'],,,,,,,,['Luc Jacquet'],"['Luc Jacquet', 'Michel Fessler', 'Jordan Roberts (English Version)']",,"['Yves Darondeau', 'Christophe Lioud', 'Emmanuel Priou']",,"['Émilie Simon (France)', 'Alex Wurman (US)']",['Buena Vista International France'],['$8 million[2]'],,"['Amitabh Bachchan (Hindi)', 'Charles Berling (French)', 'Romane Bohringer (French)', 'Jules Sitruk (French)', 'Morgan Freeman (English)', 'Sharon Cuneta (Filipino)']","['Laurent Chalet', 'Jérôme Maison']",['Sabine Emiliani'],,,,"['Wild Bunch', 'National Geographic Films', 'Bonne Pioche']",,,,,,,,,,,,,,,,,,,,,,,
Beauty and the Beast,,"['February23,2017(2017-02-23) (Spencer House)', 'March17,2017(2017-03-17) (United States)']",['129 minutes[3]'],['United States'],['English'],['$1.264billion[4]'],95,8.0,94%,"Animation, Family, Fantasy",G,"$218,967,620",movie,['Bill Condon'],,"[""Disney's Beauty and the Beastby Linda Woolverton[1]"", 'Beauty and the Beastby Jeanne-Marie Leprince de Beaumont[2]']","['David Hoberman', 'Todd Lieberman']","['Emma Watson', 'Dan Stevens', 'Luke Evans', 'Kevin Kline', 'Josh Gad', 'Ewan McGregor', 'Stanley Tucci', 'Audra McDonald', 'Gugu Mbatha-Raw', 'Ian McKellen', 'Emma Thompson']",['Alan Menken'],['Walt Disney StudiosMotion Pictures'],['$160–255 million[4][5][6]'],,,['Tobias A. Schliessler'],['Virginia Katz'],,"['Stephen Chbosky', 'Evan Spiliotopoulos']",,"['Walt Disney Pictures', 'Mandeville Films']",,,,,,,,,,,,,,,,,,,,,,,
Born in China,,"['August12,2016(2016-08-12) (China)', 'April21,2017(2017-04-21) (United States)', 'August23,2017(2017-08-23) (France)']",['76 minutes[2]'],,,['$25.1 million[4]'],85,7.5,98%,"Documentary, History",R,"$270,128",movie,['Lu Chuan'],,,['Roy ConliBrian LeithPhil Chapman'],,['Barnaby Taylor'],['Walt Disney Studios Motion PicturesShanghai Media Group (China)[2]'],['$5–10 million[3]'],,['John Krasinski (American release)Zhou Xun (Chinese release)Claire Keim (French release)'],,['Matthew Meech'],['EnglishMandarinFrench'],['David FowlerBrian LeithPhil ChapmanLu Chuan'],['United StatesChinaFrance'],"['Disneynature', 'Shanghai Media Group', 'Chuan Films', 'Brian Leith Productions[1]']",,,,,,,,,,,,,,,,,,,,,,['我們誕生在中國'],['我们诞生在中国']
Pirates of the Caribbean: Dead Men Tell No Tales,,"['May11,2017(2017-05-11) (Shanghai Disney Resort)', 'May26,2017(2017-05-26) (United States)']",['129 minutes[2]'],['United States'],['English'],['$794.9 million[4]'],39,6.5,29%,"Action, Adventure, Fantasy",PG-13,"$172,558,876",movie,"['Joachim Rønning', 'Espen Sandberg']",,"['Characters by Ted ElliottTerry RossioStuart BeattieJay Wolpert', 'Pirates of the Caribbeanby Walt Disney']",['Jerry Bruckheimer'],"['Johnny Depp', 'Javier Bardem', 'Geoffrey Rush', 'Brenton Thwaites', 'Kaya Scodelario', 'Kevin McNally']",['Geoff Zanelli'],['Walt Disney StudiosMotion Pictures'],['$230–320 million[3]'],"['Jeff Nathanson', 'Terry Rossio']",,['Paul Cameron[1]'],"['Roger Barton', 'Leigh Folsom Boyd']",,['Jeff Nathanson'],,"['Walt Disney Pictures', 'Jerry Bruckheimer Films']",,,,,,,,,,,,,,,,,,,,,,,
Cars 3,,"['May23,2017(2017-05-23) (Kannapolis)', 'June16,2017(2017-06-16) (United States)']",['102 minutes'],['United States'],['English'],['$383.9 million[4]'],59,6.7,69%,"Animation, Adventure, Comedy",G,"$152,901,115",movie,['Brian Fee'],,,['Kevin Reher'],"['Owen Wilson', 'Cristela Alonzo', 'Chris Cooper', 'Armie Hammer', 'Larry the Cable Guy', 'Bonnie Hunt', 'Nathan Fillion', 'Lea DeLaria', 'Kerry Washington']",['Randy Newman[2]'],['Walt Disney StudiosMotion Pictures'],['$175 million[3]'],"['Brian Fee', 'Ben Queen', 'Eyal Podell', 'Jonathan E. Stewart[1]']",,"['Jeremy Lasky (camera)', 'Kim White (lighting)[1]']",['Jason Hudak'],,"['Kiel Murray', 'Bob Peterson', 'Mike Rich[1]']",,"['Walt Disney Pictures', 'Pixar Animation Studios']",,,,,,,,,,,,,,,,,,,,,,,
Ghost of the Mountains,,"['June30,2017(2017-06-30) (United States)']",,['United States'],['English'],,N/A,6.9,,Documentary,G,N/A,movie,['Ben Wallis'],['Ben Wallis'],,['Brian Leith'],,['Barnaby Taylor'],['Walt Disney Studios Motion Pictures'],,,['Antoine Fuqua'],,,,,,"['Disneynature', 'Brian Leith Productions']",,,,,,,,,,,,,,,,,,,,,,,
Jagga Jasoos,,['14July2017(2017-07-14)'],['162 minutes[1]'],['India'],['Hindi'],['₹83crore[3]'],N/A,6.5,83%,"Action, Adventure, Comedy",TV-14,"$861,740",movie,['Anurag Basu'],['Screenplay:Anurag BasuDialogues in Rhyme:Amitabh BhattacharyaAnurag BasuDevesh KapoorSamrat ChakrabortyDebatma MandalDialogues:Samrat Chakraborty'],,['Siddharth Roy KapurAnurag BasuRanbir Kapoor'],['Ranbir KapoorKatrina KaifSaswata ChatterjeeSaurabh ShuklaSayani GuptaIvan Sylvester Rodrigues'],['Pritam'],['UTV Motion Pictures'],['₹131crore[2]'],['Anurag Basu'],,['Ravi Varman'],['Ajay Sharma'],,,,['Walt Disney Pictures IndiaPicture Shuru Entertainment'],,,,,,,,,,,,,,,,,,,,,,,
Coco,,"['October20,2017(2017-10-20) (Morelia)[4]', 'November22,2017(2017-11-22) (United States)']",['105 minutes[5]'],['United States'],['English[5]'],['$807.8million[8]'],81,8.4,97%,"Animation, Adventure, Comedy",PG,"$210,460,015",movie,['Lee Unkrich'],,,['Darla K. Anderson'],"['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach', 'Renée Victor', 'Ana Ofelia Murguía', 'Edward James Olmos']",['Michael Giacchino[2]'],['Walt Disney StudiosMotion Pictures'],['$175–225million[6][7]'],"['Lee Unkrich', 'Jason Katz', 'Matthew Aldrich', 'Adrian Molina']",,"['Matt Aspbury (camera)[1]', 'Danielle Feinberg (lighting)[1]']",['Steve Bloom[1]'],,"['Adrian Molina', 'Matthew Aldrich']",,"['Walt Disney Pictures[3]', 'Pixar Animation Studios[3]']",,,,,,,,,,,,,,,,,,,,,,,
